"cmRate","population","medianIncome","pctPoverty","avgHouse","medianAge","medianAgeM","medianAgeF","pctHS","pctBach","pctEmployed","pctUnemployed","pctPrivateHC","pctEmployerHC","pctPublicHC","pctWhite","pctBlack","pctAsian","pctOther","rmRace","pctMarried","pctMarriedHouse","birthRate","region","state","county"
190.7,14977,52582,12.9,2.44,48.3,47,49.5,37.9,11.1,56.8,6.2,66.7,43.8,36,97.25534608,0.326427287,0.339750849,0.026647125,"white",54.9,54.4216571,3.156748911,"Midwest","Indiana","Brown County"
189.8,115371,52050,10.6,2.59,38.7,37.3,39.8,34,14.2,61,6.8,70.9,51.9,28.8,88.27188309,7.006476352,0.880006361,1.145952059,"white",48.1,48.15004421,5.662131013,"Midwest","Indiana","Clark County"
185.8,42589,51911,10.1,2.58,38.6,38,39.4,40.6,11.4,59.3,7.5,68.5,50.1,30.4,96.90452072,0.259134491,0.452307475,0.530047822,"white",52.6,52.53893026,3.309741882,"Midwest","Indiana","DeKalb County"
170.1,203474,50192,13.9,2.8,35.2,34.1,36,36.9,12.3,60.5,7.4,59.8,44,30.8,86.21969754,5.785185739,1.073822159,4.036176097,"white",52.2,53.14527463,7.223841918,"Midwest","Indiana","Elkhart County"
222.5,23434,40122,16.4,2.5,42.2,40.4,44.2,42.8,6.7,48.7,12.1,57.2,39.4,39.6,96.26046355,2.002271484,0.319690405,0.668825979,"white",49,47.99700086,2.64006449,"Midwest","Indiana","Fayette County"
211.7,16591,45168,14.6,2.4,42.3,39.9,43.9,44.2,9,56.1,8.6,73.7,51.9,31.9,97.76764567,0.444102321,0.112505921,0.307910943,"white",55.3,53.57502518,5.674931129,"Midwest","Indiana","Fountain County"
185.8,22872,54086,11.1,2.57,41.2,39.8,42.7,42.6,12.9,61.6,6.4,73.6,54.6,29,98.0117724,0.239808153,0.553738827,0.318290822,"white",61.6,62.51130199,3.468663776,"Midwest","Indiana","Franklin County"
146.5,309697,89861,4.9,2.73,36.1,35.5,36.7,15.9,35.5,70.1,4.3,86.4,68.8,14.8,87.6218248,3.56835842,5.348660812,0.907175485,"white",62.3,62.29758067,5.756462494,"Midwest","Indiana","Hamilton County"
172.2,82556,47433,16.8,2.37,41.5,39.4,42.9,36.4,12.1,54.1,9.2,68.3,45.8,36.9,88.24986407,7.088745243,1.238446203,0.660907388,"white",52.1,48.13878476,5.977036752,"Midwest","Indiana","Howard County"
183.5,37927,44077,17.4,2.4,39.2,35.3,41.8,37.8,9.7,57.7,6.1,66.2,46.6,34.1,94.45115864,2.974094898,0.578004309,0.514949293,"white",48.5,48.58921443,3.923660503,"Midwest","Indiana","Knox County"
197.2,45495,45232,12.5,2.44,41.9,41.1,43.3,42.9,9,56.3,6.3,66.2,45.7,33.9,96.706247,0.373248352,0.578425809,0.550050203,"white",56.6,55.52070942,5.305999397,"Midwest","Indiana","Lawrence County"
168.5,144705,43841,24,2.36,28.4,27.6,29.3,22.3,22.3,57.3,6.9,76.6,54.1,21.6,86.84657734,2.928288531,6.131148001,0.766832392,"white",36,38.45841411,3.932688732,"Midwest","Indiana","Monroe County"
171,38227,46945,12.3,2.52,40.2,38.1,42.3,44.2,10.6,57.9,6.9,67.1,47.1,33.2,96.20664361,0.854029131,0.537042859,0.741381117,"white",53.1,53.82250461,6.749577397,"Midwest","Indiana","Montgomery County"
200.8,69648,54849,11.5,2.68,40.9,40.2,41.8,41.6,10.2,59.5,7.3,72.2,53.1,29.2,97.41653819,0.391913894,0.618128899,0.289612841,"white",56.5,59.06907728,4.493889063,"Midwest","Indiana","Morgan County"
171.8,16901,42056,17.5,2.58,41.8,42.5,41.1,40.5,9.1,48.6,7.8,62.1,41.2,36.5,96.18284913,2.086865026,0.081837844,0.134447887,"white",49.3,54.77898249,5.194197473,"Midwest","Indiana","Parke County"
208.1,19347,44623,15.5,2.42,41.4,38.8,43.8,51.2,6,53.2,5.6,72.7,51.4,32.2,94.83362522,3.049345833,0.262697023,0.257546101,"white",53.9,56.28948091,5.856832972,"Midwest","Indiana","Perry County"
197.1,37585,49467,13.5,2.52,37.5,36.4,39.3,42.8,8.7,50.1,7.3,73.9,53.4,28.2,93.15272244,4.124833997,0.871181939,0.241699867,"white",45.4,52.81049885,4.543828265,"Midwest","Indiana","Putnam County"
232.3,10524,47606,17.4,2.55,40.1,38.9,41,46.6,6.5,52.8,9.6,61.4,40.5,37.1,96.85714286,0.99047619,0.238095238,0.438095238,"white",56.7,55.71112749,3.788224555,"Midwest","Indiana","Switzerland County"
192.3,7182,47410,13.8,2.44,42.1,38.8,44.2,42.6,12.2,57.9,7.7,67.7,50,31.6,96.34196465,0.164406083,0.602822304,0.013700507,"white",55,53.25683429,3.571428571,"Midwest","Indiana","Union County"
177.2,8269,55925,9.9,2.5,44.1,43.5,44.5,43.8,12.4,59.7,5.5,77.8,51.6,31.5,98.08772559,0.561730608,0.095613721,0.239034301,"white",60.2,60.2118003,7.88863109,"Midwest","Indiana","Warren County"
165.1,61897,65793,8.2,2.63,40.6,38.7,42.1,33.8,17,63.1,5,79.9,58.9,25.7,94.57660464,1.568981064,2.077219444,0.222969096,"white",61.1,62.31263383,4.717612918,"Midwest","Indiana","Warrick County"
202.8,67001,40929,17.8,2.4,40.9,39.3,42.6,38.6,10.2,52.2,9,59.8,40.8,36.8,90.02888044,4.805057024,0.783897681,1.354139039,"white",48.2,46.93757362,6.374925294,"Midwest","Indiana","Wayne County"
157,27964,51182,10.7,2.52,41.2,39.6,42.4,41.8,11.8,61.9,4.1,72.7,49.2,31.1,96.82328393,0.69074687,0.604403511,0.859835948,"white",58.4,57.92632259,5.617591479,"Midwest","Indiana","Wells County"
142.4,13886,45229,12.4,2.26,45.1,44,45.9,42.1,11.6,61.4,6,72.2,43.5,35.2,96.67140825,0.704125178,0.277382646,0.327169275,"white",61.1,55.70436508,8.380520951,"Midwest","Iowa","Allamakee County"
170.9,133455,51331,14.5,2.42,34.7,33.9,35.6,32.7,17.9,62.8,6.6,75.7,54.6,31.3,85.21917643,9.154993358,1.695145514,1.507215312,"white",46,45.50658271,5.535521096,"Midwest","Iowa","Black Hawk County"
191.8,47768,48528,12.9,2.36,42.1,41.2,43.3,36.3,13.9,61.1,4.8,74.3,50.4,36.2,93.62142045,2.795409904,0.665770702,0.5892691,"white",52.1,49.030747,4.6635126,"Midwest","Iowa","Clinton County"
132.6,80133,79173,6.2,2.69,34.7,34.2,35,21.1,32.5,72.6,2.6,85.2,65.8,19.3,91.9911339,1.125620894,3.406238317,1.236447151,"white",61.2,60.71467401,6.526994359,"Midwest","Iowa","Dallas County"
167.8,97125,55320,11.5,2.41,38.8,37.1,40.6,35.4,18.8,65.7,4.3,80.3,52.6,29.3,93.62083707,1.94148437,1.327341355,0.218964403,"white",53.2,52.52962445,5.831840933,"Midwest","Iowa","Dubuque County"
160.2,9769,47342,11.3,2.23,41.5,40,42.7,34.6,12.1,61.9,4.6,69.2,44.1,34.3,96.55137642,1.502470505,0.171422809,0.383180397,"white",53.1,50.37394451,4.356151269,"Midwest","Iowa","Emmet County"
151.3,20257,45522,14.4,2.31,43.1,40.7,45.1,39.5,12.6,60.3,5.1,68.2,40.5,39.6,96.119287,1.083102628,0.762543106,0.189421536,"white",52.7,50.91164095,7.378451014,"Midwest","Iowa","Fayette County"
165.3,10295,51045,12.1,2.42,42.8,41.2,44.8,38.1,11.8,60,4.2,72.7,41.1,37.5,92.09648203,1.067785299,0.228811135,5.291257508,"white",57.6,55.65993424,2.411347518,"Midwest","Iowa","Franklin County"
186.9,9027,49125,13.2,2.3,45.1,43.1,47.3,35.7,14.1,61,5.6,75.1,44.9,38.7,97.90712884,0.054501853,0.436014825,0,"white",61,55.33486122,9.971346705,"Midwest","Iowa","Greene County"
171.3,10974,57682,8.4,2.33,44,43.1,45.7,36.4,13.2,63.7,1.5,79.4,48.7,33.2,97.08799135,0.64911648,0.306527227,0.4056978,"white",60.3,56.73015194,6.274509804,"Midwest","Iowa","Hancock County"
183.1,19950,50347,13.3,2.43,40.7,38.9,42.5,37.3,14.6,56.1,5.1,71.8,45.9,38.1,91.98705179,2.380478088,2.176294821,1.190239044,"white",52.1,52.72202545,5.797101449,"Midwest","Iowa","Henry County"
165.8,9410,49837,12.1,2.39,42.2,41.7,42.5,44,7.9,63.5,3.4,74.4,44,36.1,98.25152728,0.326522014,0.221192332,0.105329682,"white",56.9,53.52986811,6.748466258,"Midwest","Iowa","Howard County"
181.7,36827,52750,11.2,2.41,42.2,40.1,44.7,39.7,14.5,58.3,5.4,76.1,51.2,34,96.16620378,1.475793716,0.57452486,0.138866198,"white",54,54.27720441,6.996052811,"Midwest","Iowa","Jasper County"
148,11185,50924,11.1,2.58,40.8,40.3,41.4,37.3,9.7,63.1,4.8,75,50.4,32.7,92.25445834,0.913849703,2.537485582,3.37148434,"white",56.4,56.80816516,7.112970711,"Midwest","Iowa","Louisa County"
176.6,33294,57046,11.1,2.43,39.2,38.1,40.1,35.7,17.5,65.3,4,81.2,55.9,30.4,96.29150626,0.547401347,1.0466795,0.41807026,"white",57.7,57.94421328,4.504381161,"Midwest","Iowa","Marion County"
180.9,40746,50244,13,2.6,38.9,37.5,40.8,32.9,13.9,60.9,6.3,70.8,47.5,37.4,84.40749963,1.730872516,2.888042576,8.949758313,"white",55.3,55.07615872,7.694148618,"Midwest","Iowa","Marshall County"
174.1,10021,49513,10.8,2.25,46.1,44.8,48.1,39.3,14.9,63.3,4,77.6,44.8,33.3,97.9011979,0.702900703,0,0.316800317,"white",59.3,54.53926464,8.116710875,"Midwest","Iowa","Sac County"
185.1,172126,54959,12.2,2.46,37.6,36.6,38.6,28.3,20.4,62.3,5.4,75.2,54.9,29.9,86.18892432,7.714978176,2.28949257,0.987681918,"white",50.7,48.58438317,5.083188478,"Midwest","Iowa","Scott County"
173.4,12469,44905,12.8,2.3,40.6,39.7,41.5,40,11.5,64.1,5.4,71.4,43.1,37.4,97.36779324,0.986083499,0.333996024,0.007952286,"white",51.2,47.6859659,7.681053402,"Midwest","Iowa","Union County"
160.4,22247,56243,10.2,2.43,41.5,40.4,42.8,35.8,14,65.9,4.2,71.7,45.4,33.7,95.8895399,0.83117591,0.458736431,1.15819594,"white",58.3,55.00111882,9.453503746,"Midwest","Iowa","Washington County"
150.9,6385,42006,16.7,2.41,44.5,43.4,45,43.5,9.9,55.6,4.3,65.1,32.9,41.9,97.6660401,0.469924812,0.062656642,0,"white",55.5,51.81047766,7.016060862,"Midwest","Iowa","Wayne County"
163.3,10609,50703,10.4,2.2,43.2,41.8,45.5,35.1,15.8,60.8,6.2,82,52.1,32.2,95.79800264,0.923308837,1.083474656,0.358017712,"white",59.9,55.08733624,10.56949807,"Midwest","Iowa","Winnebago County"
138.4,20709,55984,9.4,2.24,40.6,39.9,41.9,35.1,16.4,70.3,3,83.5,53.4,25.6,96.67209347,0.948094235,1.240183873,0.296877993,"white",54.4,56.28031038,3.507692308,"Midwest","Iowa","Winneshiek County"
196.4,12717,39196,18.2,2.39,41.2,39.9,43.4,33.4,12.2,56.7,7,66,42.7,37.7,93.46380246,1.704762633,0.512193257,0.596284688,"white",50.4,48.20957407,8.708822416,"Midwest","Kansas","Allen County"
174.8,7808,45368,14.3,2.37,41.7,40.4,42.7,39.1,10.5,59,5.9,67.7,33.9,37.6,95.14944276,0.113981763,0,0,"white",59.5,55.73170732,8.419023136,"Midwest","Kansas","Anderson County"
169.2,8347,53131,10.9,2.45,42.2,41.1,44.1,33.7,16,63.2,1.9,80.2,43.3,33.8,96.71060444,0.605628785,0.546253414,0.201876262,"white",62.3,59.69795677,6.744328633,"Midwest","Kansas","Clay County"
209.6,1843,45353,11.4,2.48,45.7,43.8,49.2,28.4,17.2,63.2,5.4,74.6,43.9,32.2,97.96019901,0,0.547263682,0.995024876,"white",60.2,57.78061224,4.664723032,"Midwest","Kansas","Comanche County"
184.4,35788,45180,15,2.48,38.2,36.5,40,30.5,12.7,55.4,7,69,46.2,34.4,87.71861748,3.168047895,1.610355054,1.89306799,"white",51.9,50.73056692,7.404550713,"Midwest","Kansas","Cowley County"
150.1,37118,48609,18.8,2.9,30.4,29.3,31.4,23.1,12.4,70.1,4.6,64.5,48.6,28.8,75.70624512,2.326771335,4.044919613,14.13028842,"white",52.6,52.00793651,8.186469585,"Midwest","Kansas","Finney County"
153.9,34536,51144,15,3.04,30.9,30.5,31.2,23,12.8,64.8,6.4,62,47.8,26.6,87.96162931,2.313187763,1.316471741,5.680705191,"white",54.8,55.15394913,7.80919168,"Midwest","Kansas","Ford County"
213.6,37030,41193,13.9,2.83,26.2,25.5,27,29.8,13.7,48.8,9.2,76.1,22.9,25.1,70.09813249,16.59009976,3.177753011,1.356457444,"white",59.5,56.04024208,8.981723238,"Midwest","Kansas","Geary County"
165.8,2970,44101,13.5,2.1,52.1,50.7,52.8,39.4,11.3,58.3,2.5,74.8,31.9,41.5,97.13627386,0.065832785,0.592495063,0.493745885,"white",63.5,54.78018144,6.681034483,"Midwest","Kansas","Jewell County"
129.1,2825,49852,9.7,2.21,42.2,40.6,45.7,35.5,11.7,63,3.9,79.1,44.8,33.5,95.41711421,0,0.179018976,0.465449338,"white",59.7,51.64923572,7.558139535,"Midwest","Kansas","Logan County"
143.8,12103,47723,11.9,2.4,45,43.7,46,36.4,14.7,58.4,5,74.9,49.1,33.4,95.76891782,0.81366965,0.18714402,0.170870627,"white",57.9,57.88269551,6.021594684,"Midwest","Kansas","Marion County"
150.8,9936,47901,11.1,2.27,45,43.3,46.3,44.8,11.8,62.1,3,77.7,48.1,32.6,97.08145927,0.289855072,0.289855072,0.389805097,"white",61.4,55.71494678,6.352683461,"Midwest","Kansas","Marshall County"
165.4,3007,55378,11.1,2.53,41.6,38.3,46.3,32.5,10.6,57.1,5.8,70.9,49.6,30.1,85.83386993,0.933676755,0.160978751,7.244043786,"white",54.2,52.56518082,3.29153605,"Midwest","Kansas","Morton County"
109.9,5550,44846,13.5,2.24,44,42.1,48.5,34.6,15.2,57,1.7,72.8,45.9,32.9,92.20035778,2.450805009,0.357781753,1.216457961,"white",49.6,53.79896177,9.776833156,"Midwest","Kansas","Norton County"
182.5,6838,47351,13.9,2.32,43.1,41.5,48.2,28,12.7,51.6,1.9,72.8,42.1,32.8,90.65258284,4.847344813,0,1.620604833,"white",46.2,45.76802508,1.121656601,"Midwest","Kansas","Pawnee County"
171.1,5428,45856,11.4,2.29,44.7,44.2,45.5,35.3,15.5,63.1,4.3,75.8,44.5,33.4,96.85511725,0.381748773,0.18178513,0.163606617,"white",60.5,55.04469987,9.342230696,"Midwest","Kansas","Phillips County"
154.1,4725,42381,12.7,2.07,50.9,50,51.7,35.1,13.4,61.8,3.8,74.7,42,36.9,97.66957969,0.145651269,0.582605077,0,"white",57.4,48.87912088,7.552083333,"Midwest","Kansas","Republic County"
114.3,3130,43083,12.1,2.1,48.8,48.1,49.8,33,12.8,59.7,5.6,75.2,45.4,33.5,98.14698492,0,0,0.06281407,"white",56.8,49.39434724,10.75837743,"Midwest","Kansas","Rush County"
151.9,7039,45443,13.3,2.12,47.1,43.8,48.5,32.8,13.1,60.7,6.9,70.5,34.1,39.3,95.43503148,1.244991414,0,0.014310246,"white",58,52.20747144,10.703125,"Midwest","Kansas","Russell County"
150.3,6951,59160,9.6,2.59,42.1,41.9,43,38.9,16.1,60.9,6.2,80.9,55.2,25.7,96.39845648,0.22866943,0.242961269,0.171502072,"white",61.2,60.19490255,4.111600587,"Midwest","Kansas","Wabaunsee County"
293.9,3115,35502,18.4,2.08,47.4,46.9,48.6,38.8,12.7,59.7,4.6,63.1,35.8,38.5,94.67455621,0.529430084,0.155714731,0.311429461,"white",53.6,44.93794905,6.818181818,"Midwest","Kansas","Woodson County"
200.2,19027,31558,26.3,2.5,41,39.1,42.5,36.3,9.3,49.8,7.7,56.1,34.2,40.9,95.05622746,2.800763845,0.339486527,0.408444727,"white",50.9,53.07888763,4.546508931,"Southeast","Kentucky","Adair County"
202.2,21979,54331,11.3,2.56,39.9,38.5,40.7,38.8,11.4,62.4,6.9,77,55.4,28.3,95.61601029,2.329856165,0.569826754,0.289508754,"white",57.2,56.35803931,5.4001554,"Southeast","Kentucky","Anderson County"
223,27337,24868,33.5,2.44,41.1,39.2,42.5,35.6,5,35.4,11.6,39.7,24.4,57.6,95.00536673,3.209302326,0.322003578,0.032200358,"white",46.6,42.08152958,3.381417714,"Southeast","Kentucky","Bell County"
176.5,20116,42812,19.2,2.51,41.1,40,43.3,36.7,10.9,56.2,9.9,65.3,44.6,35.3,89.98151202,7.130365263,0.209863589,1.898765802,"white",49.1,48.49370789,4.047026905,"Southeast","Kentucky","Bourbon County"
198.6,92066,52349,13.2,2.49,37.3,35.9,38.5,31,18.2,62.4,6.8,72.4,50.1,28.3,93.6386991,3.211806505,0.812243782,0.637332605,"white",47.2,46.76269132,4.943288381,"Southeast","Kentucky","Campbell County"
232.1,27158,34991,23.9,2.54,40.1,38.9,41.2,41.4,7.9,45.5,11.1,54.3,38.1,41.7,97.95798873,0.819732123,0.135402181,0.073190368,"white",51.9,52.61752646,4.045610747,"Southeast","Kentucky","Carter County"
254.3,15808,29344,30.6,2.44,42.1,40.8,43.3,37.4,5.1,46.6,9,48.3,31.6,44.4,97.19192679,0.796038611,0.250720822,0.300864987,"white",58.7,55.74874687,5.148741419,"Southeast","Kentucky","Casey County"
183.6,73309,36736,21.6,2.67,28.5,26.6,31.1,32.7,10.4,43.5,12.7,64.8,29.5,32.7,72.45378174,19.8505913,1.437451961,0.88728273,"white",51.1,51.65941773,8.722576079,"Southeast","Kentucky","Christian County"
176,314488,48552,19.8,2.35,34.1,33.1,35.1,20.6,23.6,63,6.9,72.4,52.6,26.4,76.03874073,14.53426142,3.527339721,2.670723242,"white",43.3,40.84865449,4.844986927,"Southeast","Kentucky","Fayette County"
223.6,8692,50358,13.8,2.62,41.6,39.7,42.3,46.8,7.2,54.3,5.9,70,49.2,36.2,96.79317107,1.291959857,0,0.19610105,"white",57.2,57.61102603,3.907074974,"Southeast","Kentucky","Hancock County"
196.4,18763,41406,18.5,2.57,41.9,40.2,42.7,42.5,9.1,49.1,8.1,59.2,42.5,36.7,94.62676963,2.118189618,0.101887602,1.313813814,"white",48.8,48.24438202,3.484486874,"Southeast","Kentucky","Harrison County"
243.5,18454,38038,23,2.49,40.9,40.3,41.7,41.3,5.9,48.1,9.6,54.2,36.4,42.2,93.26500732,4.706903096,0.227753376,0.244021474,"white",56.7,55.55250891,8.986232791,"Southeast","Kentucky","Hart County"
233.2,15620,43799,18.3,2.57,41.3,39.5,42.9,44.6,6.9,58.2,6.6,65.2,46,37.7,93.31607894,3.487544484,0,1.65642187,"white",54.1,53.00400534,5.429997065,"Southeast","Kentucky","Henry County"
224.6,31730,26048,34.9,2.5,39.2,37.8,40.7,40.7,5.5,37.8,15.7,40.3,27.6,55.5,97.27435631,1.156905278,0.028293879,0.028293879,"white",47.5,45.63246972,4.863950374,"Southeast","Kentucky","Knox County"
192.6,14241,40312,18,2.6,40.6,39.5,42.7,43.1,6.7,50.8,9.3,57.7,35.9,46.8,92.44469574,3.498480458,0.325111315,1.809315146,"white",49.4,51.95195195,5.039267016,"Southeast","Kentucky","Larue County"
216.7,60094,34678,24.7,2.54,38.5,37.8,39.4,37.9,6.8,47,12.4,53.3,34,43.8,97.20172047,0.863583873,0.557312848,0.100416729,"white",52.9,51.63615956,5.76001128,"Southeast","Kentucky","Laurel County"
211.7,9316,42892,14.1,2.44,45.9,45.6,46.2,46.9,4.9,49.8,6.7,67.4,44,40.9,97.6900149,0.191611667,0.404513519,0.010645093,"white",61.1,59.77522216,1.418067227,"Southeast","Kentucky","Livingston County"
206.8,26910,41150,16.9,2.44,40.5,39,41.8,40.3,8.3,49.4,7.7,60.1,38.7,39.2,90.51059551,6.41316897,0.022345536,0.744851216,"white",52.2,48.56485741,4.897396103,"Southeast","Kentucky","Logan County"
193.4,19365,39089,21.8,2.51,38.8,38,39.6,44.8,8.1,50.7,9.2,65.5,46.4,37.3,88.51752295,8.779226049,0.852056601,1.014353096,"white",49.9,49.87153482,7.024889509,"Southeast","Kentucky","Marion County"
163.6,64875,92097,5.5,2.98,39.6,39.2,39.9,23,24.1,60.5,4.3,85.1,64.4,20,90.34852547,4.2229167,1.365864492,1.521328743,"white",57.5,68.27869684,4.704009263,"Southeast","Kentucky","Oldham County"
263.1,4461,23047,45.1,2.56,43,42.6,43.9,34.6,8.5,31.8,8.8,35.9,21.9,59.3,96.07885615,1.083188908,0.888214905,0.173310225,"white",52.7,42.63959391,4.527559055,"Southeast","Kentucky","Owsley County"
188.1,14408,47023,15.6,2.67,41.5,40.7,42.2,47.9,7.2,56.2,6.4,67,49.5,36.5,98.15350696,0.571861651,0,0,"white",55.5,56.23599701,5.568862275,"Southeast","Kentucky","Pendleton County"
292.5,12269,32783,26.7,2.56,38.4,38.1,38.9,40.7,6.1,44.5,8.3,52.9,36.2,46.2,96.93098739,0.409737286,0.345464771,0.626657026,"white",45.4,42.68932243,5.682216766,"Southeast","Kentucky","Powell County"
180.9,17894,67437,8.8,2.72,40.5,40.7,40.3,35.6,12.7,62.6,6.4,78.9,61.5,25.2,96.06303692,1.490584286,0.403936963,0.102406554,"white",64.1,66.0330321,6.220984215,"Southeast","Kentucky","Spencer County"
183.7,12531,40002,19.3,2.7,36.9,36.1,38.2,41.9,6.3,48.9,8.5,52.5,31.8,39.6,85.81922708,8.455764931,0.047908017,4.175982114,"white",53.7,52.7479746,6.25698324,"Southeast","Kentucky","Todd County"
195.5,15050,44119,18.9,2.43,37.1,33.7,42.2,40.2,6.1,49.7,7.8,60.9,41.7,38.7,84.56202933,12.94094332,0.158541419,0.039635355,"white",47.9,50.4494786,4.645550528,"Southeast","Kentucky","Union County"
180.2,12063,39983,19.7,2.56,41.5,39.1,42.5,41.6,6.8,57.3,6.1,68.7,46.1,33.9,89.47942905,5.91099916,0.193115029,1.964735516,"white",52.6,53.83759733,5.399151562,"Southeast","Kentucky","Washington County"
202.2,20464,30619,26.2,2.57,42,41.2,44.1,37,4.4,39.9,12.6,50.2,29.8,51.9,94.66957153,2.231905108,0.029048656,1.534737352,"white",48.7,48.37691045,6.951992754,"Southeast","Kentucky","Wayne County"
230.5,62577,40269,22,2.7,35.7,34.7,37.2,39.2,7.6,52,10.1,56.5,38.9,37.4,78.97302254,17.43480849,0.19464955,1.000595209,"white",47.3,47.0950042,6.938635585,"Southeast","Louisiana","Acadia Parish"
198.3,36462,43918,18.9,2.69,37.5,35.9,39.3,42.7,10.7,50.5,5.7,59.6,35,35.9,82.13133291,13.17466008,0.612261783,0.554345128,"white",55,55.69495134,3.558718861,"Southeast","Louisiana","Beauregard Parish"
224.9,10147,34116,23.3,2.48,38.5,35.6,42.5,42.2,9.9,45.7,8.3,50.5,33.2,37.6,66.30233239,32.45828047,0.039035815,0.087830585,"white",48.2,50.90715048,2.469135802,"Southeast","Louisiana","Catahoula Parish"
177.8,16295,35385,28.2,2.51,42.2,39.8,45.8,40.7,8.6,39.8,13.5,49.4,30,47.1,46.52923854,50.16527436,0.030049883,0.270448945,"black",37,39.73000684,8.809020437,"Southeast","Louisiana","Claiborne Parish"
212.2,19696,41651,20.4,2.43,41.8,40.9,43.5,43.5,8.9,43.6,6.5,60.3,40.7,39,53.7446487,44.91060186,0.090657265,0.161168471,"white",42.5,46.95113161,4.203655352,"Southeast","Louisiana","East Feliciana Parish"
211.4,33743,32615,24.1,2.65,35.8,34.6,37.5,34.6,9.3,42.4,10.4,49,30.9,47.8,68.48199479,27.86069652,0.068111822,1.652452026,"white",43.7,45.14806759,8.601712189,"Southeast","Louisiana","Evangeline Parish"
208,31439,37968,21.7,2.65,38.4,35.7,40,41.1,9.7,52.3,9.2,57.5,36,42.2,79.74804352,17.14703824,0.334033212,0.34039575,"white",46.6,45.89769997,7.155147691,"Southeast","Louisiana","Jefferson Davis Parish"
198.7,98325,47382,17.6,2.68,36.6,35.6,37.6,39.1,10.2,56.8,7,63.4,44.6,33.4,79.5422369,13.35227856,0.81355028,1.597349037,"white",49.4,51.08732299,4.817078346,"Southeast","Louisiana","Lafourche Parish"
205.7,47774,32889,29.7,2.56,27.4,26.2,28.6,27.7,20.8,53.3,11.9,63.4,45.7,30.3,54.36228854,40.89843503,1.790956514,1.055988511,"white",35,37.25318889,4.279213153,"Southeast","Louisiana","Lincoln Parish"
199.7,156761,40877,23.6,2.55,34.7,33.5,35.9,32.9,15.9,53.8,8,55.1,38.7,35.6,60.10631127,37.27314164,0.898766764,0.479556266,"white",41.9,41.69526781,6.070254725,"Southeast","Louisiana","Ouachita Parish"
217.8,83848,32683,30.1,2.68,36.6,35.2,37.8,44.5,9,49.2,6.1,56.3,41.4,37.8,56.36324495,40.86924282,0.392283497,0.480786481,"white",43.1,42.65554216,6.971510409,"Southeast","Louisiana","St. Landry Parish"
227.5,14568,36644,26.8,2.36,41.3,40.1,42.6,42,7.9,41.3,6.3,56.1,35.3,40.1,65.60753955,32.56815887,0,0.228879165,"white",46.9,49.35606748,4.891661195,"Southeast","Louisiana","Winn Parish"
188.2,68628,36066,20.1,2.24,46.6,45.6,47.6,39,12.1,52.3,7.5,57.1,34.4,47.6,95.286051,0.742804085,0.497107349,0.222841226,"white",54.1,50.4167353,5.029215359,"Northeast","Maine","Aroostook County"
173.7,201169,55482,11.2,2.4,44.1,42.9,45.2,31.6,20.4,63.1,5.9,72.2,50.2,33.1,96.10180187,0.684087699,1.127793191,0.173776304,"white",52.6,51.22310568,5.050755137,"Northeast","Maine","York County"
176,564195,86654,6.7,2.66,38.4,36.8,39.7,25,22.5,64.2,5.9,81.6,55,25.1,74.72536378,15.87127215,3.57153148,2.151166979,"white",51.7,53.20651532,5.291115354,"Northeast","Maryland","Anne Arundel County"
226,621849,41895,23.3,2.47,34.6,33.3,35.9,29.8,15.3,53.8,13.1,56.1,39,43.9,30.31292272,62.83548664,2.568382563,1.670324233,"black",26.6,24.02463388,5.449538255,"Northeast","Maryland","Baltimore city"
185.6,32579,49573,16,2.7,40.1,39,40.6,40.7,9.7,59.6,8.8,61.6,40.8,41.2,81.0109917,13.80239429,0.508251431,1.886041456,"white",50.2,51.23322148,5.404323459,"Northeast","Maryland","Caroline County"
185.4,32384,42279,17.5,2.41,43.8,42,45.1,38.3,12.1,58.2,10.4,61.7,39.9,45.6,66.86543309,28.02606504,1.008176062,1.914919776,"white",47.9,44.47794949,5.456570156,"Northeast","Maryland","Dorchester County"
169.9,250290,79403,8,2.69,40.1,38.6,41.3,28.1,20.2,64.2,6.4,81.9,56,26.9,80.04426307,13.33836749,2.795160785,1.182490782,"white",54.7,56.59293338,6.156408818,"Northeast","Maryland","Harford County"
180,19787,53288,13.8,2.39,46.2,44.2,47.4,33.2,16.4,53.2,7.2,68.1,40.9,42.6,82.2868042,15.37920996,0.968729609,0.135521759,"white",47,48.49160546,4.528650647,"Northeast","Maryland","Kent County"
120.1,1040116,97279,7.2,2.76,38.5,37,40,14,26.6,67.1,6.1,77,56.4,23,55.62676166,17.6079398,14.56193834,7.859929519,"white",53.2,53.70241078,5.281994667,"Northeast","Maryland","Montgomery County"
173.8,48904,80650,7.5,2.75,43.5,42.7,44.1,29.9,21.6,65,5.3,80.3,55.6,28.8,89.60699588,7.407407407,0.87037037,0.450617284,"white",57.4,62.34448122,5.627462015,"Northeast","Maryland","Queen Anne's County"
181.5,111413,84686,8.6,2.79,36.3,35.9,36.8,30.6,17.6,63.4,4.8,80.2,53.2,25.2,79.12401701,14.25365373,2.681226851,0.582954732,"white",53.9,57.53732709,5.419453329,"Northeast","Maryland","St. Mary's County"
